order_id,order_date,customer_id,category,sales_amount,quantity,profit,profit_margin
1000.0,2023-09-10,19,Uncategorized,101.59,5,14.591882668425889,14.363502971184062
1001.0,2023-12-05,162,Sports,462.87,1,133.15778275198946,28.767857660247902
1002.0,2024-12-09,159,Electronics,63.13,6,14.709194386638504,23.299848545285133
1003.0,2023-08-03,157,Sports,171.36,5,34.21452946300105,19.966462104925913
1004.0,2024-04-15,112,Electronics,430.61,4,38.3262966902294,8.900466011060914
1005.0,2024-07-03,12,Beauty,114.41,6,10.182333267916237,8.899863008405067
1006.0,2023-03-26,115,Beauty,302.9,8,19.543381531436903,6.452090304204987
1007.0,2023-06-09,89,Beauty,397.07,1,105.83664055071338,26.65440364437338
1008.0,2024-04-26,133,Fashion,72.97,2,14.614340601725488,20.027875293580223
1009.0,2024-02-08,148,Beauty,469.24,6,106.5259941012541,22.701814444901135
1010.0,2023-04-17,28,Beauty,204.56,6,11.28069103828734,5.5146123573950625
1011.0,2024-10-07,177,Home & Kitchen,365.73,2,106.96778255780156,29.24774630404986
1012.0,2023-11-26,95,Fashion,409.01,4,105.56984112844512,25.811066020010543
1013.0,2023-12-24,177,Uncategorized,25.06,9,2.5833045283994,10.308477766956903
1014.0,2024-11-22,30,Sports,199.65,10,19.05783867572441,9.545624180177514
1015.0,2023-12-09,2,Uncategorized,78.78,7,7.551151821563379,9.585112746335845
1016.0,2023-02-17,32,Beauty,479.53,7,60.44982069159677,12.606056073988443
1017.0,2023-11-12,63,Fashion,122.4,3,22.17754680794648,18.11891079080595
1018.0,2023-02-11,190,Sports,95.08,2,15.021333093123094,15.798625466052895
1019.0,2024-03-07,55,Uncategorized,36.19,3,4.444395645941784,12.280728504951046
1020.0,2024-08-28,50,Uncategorized,199.91,10,40.57437804598772,20.29632236805949
1021.0,2023-03-17,171,Electronics,325.78,3,27.650077480805543,8.487346516301045
1022.0,2024-05-25,37,Fashion,368.09,2,45.28838091983211,12.303616213380453
1023.0,2023-02-24,175,Sports,32.0,5,4.530894746349533,14.159046082342291
1024.0,2023-12-27,92,Sports,164.97,3,27.057966324071103,16.4017496054259
1025.0,2024-08-15,106,Uncategorized,53.64,4,13.211209642280313,24.62939903482534
1026.0,2024-08-09,135,Uncategorized,52.77,4,5.2726963711241615,9.991844553958993
1027.0,2023-04-06,136,Electronics,470.69,3,84.04575195422572,17.85586096034029
1028.0,2024-04-16,87,Beauty,141.97,4,28.12477408533605,19.810364221551065
1029.0,2024-10-16,15,Home & Kitchen,55.78,5,3.4367510053803687,6.161260317999944
1030.0,2023-07-11,112,Home & Kitchen,434.54,6,87.72763498631275,20.18862129753596
1031.0,2024-08-10,102,Electronics,265.43,5,24.587054537579448,9.263103092182288
1032.0,2023-09-20,104,Beauty,264.14,4,17.50268194278293,6.626289824631988
1033.0,2023-09-19,156,Sports,334.84,6,96.17320832347652,28.722138431333335
1034.0,2023-10-28,136,Uncategorized,290.16,2,84.55494767922853,29.140800826863984
1035.0,2023-03-23,132,Electronics,114.84,3,28.9510878644236,25.209933702911524
1036.0,2024-12-28,105,Uncategorized,361.7,8,45.62970007750205,12.61534422933427
1037.0,2023-07-26,186,Fashion,384.88,3,28.642010809694256,7.441802850159597
1038.0,2024-07-14,147,Beauty,393.7,6,87.03063563445905,22.105825662803923
1039.0,2023-07-20,88,Home & Kitchen,86.81,4,13.892909495383696,16.003812343490033
1040.0,2024-08-18,12,Sports,26.13,1,2.103714769123518,8.050955871119472
1041.0,2023-07-27,164,Home & Kitchen,391.53,2,68.0456539039664,17.379422752781753
1042.0,2023-10-21,132,Uncategorized,90.01,1,5.274327696395202,5.85971302788046
1043.0,2024-06-04,155,Electronics,11.56,5,3.2059359620076804,27.733010051969554
1044.0,2023-10-25,192,Home & Kitchen,37.4,1,4.289592827960158,11.469499540000424
1045.0,2023-09-19,111,Home & Kitchen,51.61,6,11.128693773877252,21.56305710884955
1046.0,2023-07-05,48,Home & Kitchen,180.62,9,23.106313640817355,12.792776902235275
